Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34992901,12/13/2016 01:52:57 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1665 ANDREWS AVENUE,ANDREWS AVENUE,TENNEY PLACE,WEST 176 STREET,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 09:52:57 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,05 BRONX,BRONX,1006622,248444,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84856808865701,-73.91913623844782,"(40.84856808865701, -73.91913623844782)"
34991539,12/13/2016 01:52:33 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Restaurant/Bar/Deli/Bakery,11220,5706 5TH AVENUE,5TH AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Open,01/19/2017 01:52:33 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,,07 BROOKLYN,BROOKLYN,980129,172868,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64115838292832,-74.0148490829036,"(40.64115838292832, -74.0148490829036)"
34992994,12/13/2016 01:52:12 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,117 VANBUREN STREET,VANBUREN STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Assigned,12/13/2016 09:52:12 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 03:00:55 AM,03 BROOKLYN,BROOKLYN,1000591,190783,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69031695073989,-73.94107552162556,"(40.69031695073989, -73.94107552162556)"
34990809,12/13/2016 01:51:54 AM,12/13/2016 02:27:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3680 BROADWAY,BROADWAY,WEST 152 STREET,WEST 153 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/13/2016 09:51:54 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,12/13/2016 02:26:55 AM,09 MANHATTAN,MANHATTAN,998885,242030,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83097974232804,-73.94711567064502,"(40.83097974232804, -73.94711567064502)"
34996529,12/13/2016 01:50:03 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,454 48 STREET,48 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Open,12/13/2016 09:50:03 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,07 BROOKLYN,BROOKLYN,981426,174935,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64683236145799,-74.01017650474692,"(40.64683236145799, -74.01017650474692)"
34994980,12/13/2016 01:49:35 AM,12/13/2016 02:19:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,788 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 97 STREET,WEST 100 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/13/2016 09:49:35 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,12/13/2016 02:18:51 AM,07 MANHATTAN,MANHATTAN,993574,228743,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.794517837113375,-73.96632569872749,"(40.794517837113375, -73.96632569872749)"
34988776,12/13/2016 01:49:32 AM,12/13/2016 02:27:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3680 BROADWAY,BROADWAY,WEST 152 STREET,WEST 153 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/13/2016 09:49:32 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,12/13/2016 02:26:36 AM,09 MANHATTAN,MANHATTAN,998885,242030,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83097974232804,-73.94711567064502,"(40.83097974232804, -73.94711567064502)"
34989824,12/13/2016 01:49:19 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2885 VALENTINE AVENUE,VALENTINE AVENUE,EAST 198 STREET,EAST 199 STREET,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 09:49:19 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,07 BRONX,BRONX,1015005,256321,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87016285040958,-73.88879970718,"(40.87016285040958, -73.88879970718)"
34992880,12/13/2016 01:48:59 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1145 EAST 35 STREET,EAST 35 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Precinct,Open,12/13/2016 09:48:59 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,18 BROOKLYN,BROOKLYN,1000372,167406,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.626152640566346,-73.94192110969969,"(40.626152640566346, -73.94192110969969)"
34995977,12/13/2016 01:48:00 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,417 EAST 119 STREET,EAST 119 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,,Precinct,Open,12/13/2016 09:48:00 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,11 MANHATTAN,MANHATTAN,1002692,229904,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79769014135007,-73.93339220259985,"(40.79769014135007, -73.93339220259985)"
34996178,12/13/2016 01:47:50 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10033,,,,,WEST  187 STREET,BENNETT AVENUE,INTERSECTION,NEW YORK,,Precinct,Open,12/13/2016 09:47:50 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,12 MANHATTAN,MANHATTAN,1002335,250598,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8544899994724,-73.9346258151578,"(40.8544899994724, -73.9346258151578)"
34989442,12/13/2016 01:47:02 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,213 NAGLE AVENUE,NAGLE AVENUE,,,,,ADDRESS,NEW YORK,,Precinct,Open,12/13/2016 09:47:02 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,12 MANHATTAN,MANHATTAN,1005572,253428,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86225027373548,-73.92291561661044,"(40.86225027373548, -73.92291561661044)"
34994315,12/13/2016 01:46:41 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,346 EAST 173RD STREET,EAST 173RD STREET,,,,,LATLONG,BRONX,,N/A,Pending,01/12/2017 01:46:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,12/13/2016 01:50:24 AM,04 BRONX,BRONX,1010467,246503,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.843230037937616,-73.90524605614317,"(40.843230037937616, -73.90524605614317)"
34996055,12/13/2016 01:44:28 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2885 VALENTINE AVENUE,VALENTINE AVENUE,EAST 198 STREET,EAST 199 STREET,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 09:44:28 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,07 BRONX,BRONX,1015005,256321,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87016285040958,-73.88879970718,"(40.87016285040958, -73.88879970718)"
34988858,12/13/2016 01:44:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,165 EAST 205 STREET,EAST 205 STREET,GRAND CONCOURSE,LISBON PLACE,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 09:44:11 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,07 BRONX,BRONX,1015914,258195,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87530318681979,-73.88550419971034,"(40.87530318681979, -73.88550419971034)"
34989729,12/13/2016 01:43:36 AM,12/13/2016 02:10:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10460,1580 THIERIOT AVENUE,THIERIOT AVENUE,GUERLAIN STREET,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,12/13/2016 09:43:36 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/13/2016 02:10:31 AM,09 BRONX,BRONX,1021306,245363,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84006224168569,-73.86607790239722,"(40.84006224168569, -73.86607790239722)"
34989084,12/13/2016 01:43:17 AM,12/13/2016 03:17:39 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11413,137-41 232 STREET,232 STREET,137 AVENUE,FRANCIS LEWIS BOULEVARD,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Closed,12/13/2016 09:43:17 AM,The Police Department responded to the complaint and took action to fix the condition.,12/13/2016 03:16:55 AM,13 QUEENS,QUEENS,1056292,183891,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67112193761262,-73.74029609777526,"(40.67112193761262, -73.74029609777526)"
34992286,12/13/2016 01:41:06 AM,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,37 VERMILYEA AVENUE,VERMILYEA AVENUE,DYCKMAN STREET,ACADEMY STREET,,,ADDRESS,NEW YORK,,Precinct,Open,12/13/2016 09:41:06 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,12 MANHATTAN,MANHATTAN,1004952,254454,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.865067808083,-73.92515390186034,"(40.865067808083, -73.92515390186034)"
34989271,12/13/2016 01:40:06 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10003,250 PARK AVENUE SOUTH,PARK AVENUE SOUTH,EAST   19 STREET,EAST   20 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,12/13/2016 01:40:06 AM,05 MANHATTAN,MANHATTAN,987626,208234,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73823021846895,-73.98781763204387,"(40.73823021846895, -73.98781763204387)"
34989885,12/13/2016 01:39:00 AM,12/13/2016 02:10:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10460,1580 THIERIOT AVENUE,THIERIOT AVENUE,GUERLAIN STREET,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,12/13/2016 09:39:00 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/13/2016 02:10:30 AM,09 BRONX,BRONX,1021306,245363,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84006224168569,-73.86607790239722,"(40.84006224168569, -73.86607790239722)"
34995180,12/13/2016 01:38:55 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10023,240 WEST 65 STREET,WEST 65 STREET,AMSTERDAM AVENUE,WEST END AVENUE,,,ADDRESS,NEW YORK,,Precinct,Assigned,12/13/2016 09:38:55 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 03:04:49 AM,07 MANHATTAN,MANHATTAN,987991,221572,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77483948054298,-73.98649310039363,"(40.77483948054298, -73.98649310039363)"
34995191,12/13/2016 01:38:53 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,117 VAN BUREN STREET,VAN BUREN STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Assigned,12/13/2016 09:38:53 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 03:01:03 AM,03 BROOKLYN,BROOKLYN,1000591,190783,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69031695073989,-73.94107552162556,"(40.69031695073989, -73.94107552162556)"
34993008,12/13/2016 01:37:55 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2885 VALENTINE AVENUE,VALENTINE AVENUE,EAST 198 STREET,EAST 199 STREET,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 09:37:55 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,07 BRONX,BRONX,1015005,256321,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87016285040958,-73.88879970718,"(40.87016285040958, -73.88879970718)"
34992180,12/13/2016 01:36:47 AM,12/13/2016 02:40:06 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,420 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,PINE STREET,CRESCENT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/13/2016 09:36:47 AM,The Police Department responded to the complaint and took action to fix the condition.,12/13/2016 02:08:25 AM,05 BROOKLYN,BROOKLYN,1019389,188961,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68526131353646,-73.87330084880155,"(40.68526131353646, -73.87330084880155)"
34988656,12/13/2016 01:34:57 AM,,NYPD,New York City Police Department,Drug Activity,Use Indoor,Stairwell,10467,700 ROSEWOOD STREET,ROSEWOOD STREET,WHITE PLAINS ROAD,CRUGER AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,12/13/2016 09:34:57 AM,Your complaint has been received by the Police Department and it has been determined that a long-term investigation may be necessary.  Additional information will be available at the conclusion of the investigation.,12/13/2016 03:12:03 AM,12 BRONX,BRONX,1021039,257438,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.873205583235745,-73.86697658106199,"(40.873205583235745, -73.86697658106199)"
34989715,12/13/2016 01:34:11 AM,12/13/2016 01:35:11 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
34994072,12/13/2016 01:31:23 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11102,27-04 18 STREET,18 STREET,27 AVENUE,ASTORIA BOULEVARD,,,ADDRESS,ASTORIA,,Precinct,Assigned,12/13/2016 09:31:23 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 02:59:39 AM,01 QUEENS,QUEENS,1004345,220814,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.772736919937465,-73.92744918255794,"(40.772736919937465, -73.92744918255794)"
34990383,12/13/2016 01:30:39 AM,,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,N/A,Open,12/20/2016 01:30:39 AM,The appropriate agency will fulfill this literature request within 7 days. Please allow additional time for delivery. Please note your Service Request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
